sample  ,gene,tumor,cell_line,E2_status
Adrenal.3,85320,Adrenal,MCF7,E2
Adrenal.3,3857,Adrenal,MCF7,E2
Adrenal.3,8291,Adrenal,MCF7,E2
Adrenal.3,100126791,Adrenal,MCF7,E2
Adrenal.3,2895,Adrenal,MCF7,E2
Adrenal.3,105375205,Adrenal,MCF7,E2
Adrenal.3,157273,Adrenal,MCF7,E2
Adrenal.3,202052,Adrenal,MCF7,E2
Adrenal.3,7728,Adrenal,MCF7,E2
Adrenal.3,85452,Adrenal,MCF7,E2
Adrenal.3,283460,Adrenal,MCF7,E2
Adrenal.3,84667,Adrenal,MCF7,E2
Adrenal.3,100131726,Adrenal,MCF7,E2
Adrenal.3,81796,Adrenal,MCF7,E2
Adrenal.3,146177,Adrenal,MCF7,E2
Adrenal.3,43849,Adrenal,MCF7,E2
Adrenal.3,646214,Adrenal,MCF7,E2
Adrenal.3,912,Adrenal,MCF7,E2
Adrenal.3,1109,Adrenal,MCF7,E2
Adrenal.3,25891,Adrenal,MCF7,E2
Adrenal.3,8608,Adrenal,MCF7,E2
Adrenal.3,341880,Adrenal,MCF7,E2
Adrenal.3,23495,Adrenal,MCF7,E2
Adrenal.3,80034,Adrenal,MCF7,E2
Adrenal.3,116835,Adrenal,MCF7,E2
Adrenal.3,100861519,Adrenal,MCF7,E2
Adrenal.3,2324,Adrenal,MCF7,E2
Adrenal.3,2636,Adrenal,MCF7,E2
Adrenal.3,100859921,Adrenal,MCF7,E2
Adrenal.3,4920,Adrenal,MCF7,E2
Adrenal.3,347273,Adrenal,MCF7,E2
Adrenal.3,22854,Adrenal,MCF7,E2
Adrenal.3,56896,Adrenal,MCF7,E2
Adrenal.3,144321,Adrenal,MCF7,E2
Adrenal.3,55889,Adrenal,MCF7,E2
Adrenal.3,342096,Adrenal,MCF7,E2
Adrenal.3,2078,Adrenal,MCF7,E2
Adrenal.3,131034,Adrenal,MCF7,E2
Adrenal.3,114792,Adrenal,MCF7,E2
Adrenal.3,642924,Adrenal,MCF7,E2
Adrenal.3,100132529,Adrenal,MCF7,E2
Adrenal.3,56944,Adrenal,MCF7,E2
Adrenal.3,150,Adrenal,MCF7,E2
Adrenal.3,256764,Adrenal,MCF7,E2
Adrenal.3,221711,Adrenal,MCF7,E2
Adrenal.3,140803,Adrenal,MCF7,E2
Adrenal.3,3766,Adrenal,MCF7,E2
Adrenal.3,283375,Adrenal,MCF7,E2
Adrenal.3,84101,Adrenal,MCF7,E2
Adrenal.3,285352,Adrenal,MCF7,E2
Adrenal.3,199221,Adrenal,MCF7,E2
Adrenal.3,344887,Adrenal,MCF7,E2
Adrenal.3,10855,Adrenal,MCF7,E2
Adrenal.3,101927353,Adrenal,MCF7,E2
Adrenal.3,401236,Adrenal,MCF7,E2
Adrenal.3,30010,Adrenal,MCF7,E2
Adrenal.3,1395,Adrenal,MCF7,E2
Adrenal.3,1183,Adrenal,MCF7,E2
Adrenal.3,1536,Adrenal,MCF7,E2
Adrenal.3,6304,Adrenal,MCF7,E2
Adrenal.3,143162,Adrenal,MCF7,E2
Adrenal.3,728882,Adrenal,MCF7,E2
Adrenal.3,644150,Adrenal,MCF7,E2
Adrenal.3,25802,Adrenal,MCF7,E2
Adrenal.3,55220,Adrenal,MCF7,E2
Adrenal.3,101669762,Adrenal,MCF7,E2
Adrenal.3,117144,Adrenal,MCF7,E2
Adrenal.3,399967,Adrenal,MCF7,E2
Adrenal.3,124404,Adrenal,MCF7,E2
Adrenal.3,718,Adrenal,MCF7,E2
Adrenal.3,390928,Adrenal,MCF7,E2
Adrenal.3,344454,Adrenal,MCF7,E2
Adrenal.3,102724820,Adrenal,MCF7,E2
Adrenal.3,254240,Adrenal,MCF7,E2
Adrenal.3,64091,Adrenal,MCF7,E2
Adrenal.3,10333,Adrenal,MCF7,E2
Adrenal.3,345079,Adrenal,MCF7,E2
Adrenal.3,442117,Adrenal,MCF7,E2
Adrenal.3,94137,Adrenal,MCF7,E2
Adrenal.3,392307,Adrenal,MCF7,E2
Adrenal.3,138881,Adrenal,MCF7,E2
Adrenal.3,25878,Adrenal,MCF7,E2
Adrenal.3,255101,Adrenal,MCF7,E2
Adrenal.3,6447,Adrenal,MCF7,E2
Adrenal.3,11122,Adrenal,MCF7,E2
Adrenal.3,51555,Adrenal,MCF7,E2
Adrenal.3,80133,Adrenal,MCF7,E2
Adrenal.3,4143,Adrenal,MCF7,E2
Adrenal.3,25758,Adrenal,MCF7,E2
Adrenal.3,8857,Adrenal,MCF7,E2
Adrenal.3,339761,Adrenal,MCF7,E2
Adrenal.3,399,Adrenal,MCF7,E2
Adrenal.3,1612,Adrenal,MCF7,E2
Adrenal.3,5992,Adrenal,MCF7,E2
Adrenal.3,54550,Adrenal,MCF7,E2
Adrenal.3,101927759,Adrenal,MCF7,E2
Adrenal.3,57705,Adrenal,MCF7,E2
Adrenal.3,79628,Adrenal,MCF7,E2
Adrenal.3,114780,Adrenal,MCF7,E2
Adrenal.3,441666,Adrenal,MCF7,E2
Adrenal.3,5787,Adrenal,MCF7,E2
Adrenal.3,2901,Adrenal,MCF7,E2
Adrenal.3,3756,Adrenal,MCF7,E2
Adrenal.3,284083,Adrenal,MCF7,E2
Adrenal.3,284,Adrenal,MCF7,E2
Adrenal.3,121601,Adrenal,MCF7,E2
Adrenal.3,131149,Adrenal,MCF7,E2
Adrenal.3,2104,Adrenal,MCF7,E2
Adrenal.3,115019,Adrenal,MCF7,E2
Adrenal.3,57722,Adrenal,MCF7,E2
Adrenal.3,284021,Adrenal,MCF7,E2
Adrenal.3,105374378,Adrenal,MCF7,E2
Adrenal.3,57091,Adrenal,MCF7,E2
Adrenal.3,132203,Adrenal,MCF7,E2
Adrenal.3,27012,Adrenal,MCF7,E2
Adrenal.3,105373990,Adrenal,MCF7,E2
Adrenal.3,9715,Adrenal,MCF7,E2
Adrenal.3,5080,Adrenal,MCF7,E2
Adrenal.3,100130100,Adrenal,MCF7,E2
Adrenal.3,23414,Adrenal,MCF7,E2
Adrenal.3,2984,Adrenal,MCF7,E2
Adrenal.3,147872,Adrenal,MCF7,E2
Adrenal.3,10817,Adrenal,MCF7,E2
Adrenal.3,9542,Adrenal,MCF7,E2
Adrenal.3,387104,Adrenal,MCF7,E2
Adrenal.3,24,Adrenal,MCF7,E2
Adrenal.3,79365,Adrenal,MCF7,E2
Adrenal.3,100652824,Adrenal,MCF7,E2
Adrenal.3,346007,Adrenal,MCF7,E2
Adrenal.3,5243,Adrenal,MCF7,E2
Adrenal.3,93986,Adrenal,MCF7,E2
Adrenal.3,138474,Adrenal,MCF7,E2
Adrenal.3,254778,Adrenal,MCF7,E2
Adrenal.3,100873995,Adrenal,MCF7,E2
Adrenal.3,3683,Adrenal,MCF7,E2
Adrenal.3,10891,Adrenal,MCF7,E2
Adrenal.3,201853,Adrenal,MCF7,E2
Adrenal.3,7253,Adrenal,MCF7,E2
Adrenal.3,22861,Adrenal,MCF7,E2
Adrenal.3,83659,Adrenal,MCF7,E2
Adrenal.3,10913,Adrenal,MCF7,E2
Adrenal.3,89857,Adrenal,MCF7,E2
Adrenal.3,26112,Adrenal,MCF7,E2
Adrenal.3,136332,Adrenal,MCF7,E2
Adrenal.3,9568,Adrenal,MCF7,E2
Adrenal.3,256714,Adrenal,MCF7,E2
Adrenal.3,57821,Adrenal,MCF7,E2
Adrenal.3,9154,Adrenal,MCF7,E2
Adrenal.3,58476,Adrenal,MCF7,E2
Adrenal.3,55824,Adrenal,MCF7,E2
Adrenal.3,57731,Adrenal,MCF7,E2
Adrenal.3,3772,Adrenal,MCF7,E2
Adrenal.3,5799,Adrenal,MCF7,E2
Adrenal.3,8514,Adrenal,MCF7,E2
Adrenal.3,257169,Adrenal,MCF7,E2
Adrenal.3,80320,Adrenal,MCF7,E2
Adrenal.3,146754,Adrenal,MCF7,E2
Adrenal.3,342125,Adrenal,MCF7,E2
Adrenal.3,117286,Adrenal,MCF7,E2
Adrenal.3,399473,Adrenal,MCF7,E2
Adrenal.3,166348,Adrenal,MCF7,E2
Adrenal.3,53829,Adrenal,MCF7,E2
Adrenal.3,79940,Adrenal,MCF7,E2
Adrenal.3,10345,Adrenal,MCF7,E2
Adrenal.3,3908,Adrenal,MCF7,E2
Adrenal.3,2651,Adrenal,MCF7,E2
Adrenal.3,84553,Adrenal,MCF7,E2
Adrenal.3,309,Adrenal,MCF7,E2
Adrenal.3,100506409,Adrenal,MCF7,E2
Adrenal.3,340156,Adrenal,MCF7,E2
Adrenal.3,6263,Adrenal,MCF7,E2
Adrenal.3,51103,Adrenal,MCF7,E2
Adrenal.3,144535,Adrenal,MCF7,E2
Adrenal.3,116154,Adrenal,MCF7,E2
Adrenal.3,1756,Adrenal,MCF7,E2
Adrenal.3,79935,Adrenal,MCF7,E2
Adrenal.3,65217,Adrenal,MCF7,E2
Adrenal.3,140876,Adrenal,MCF7,E2
Adrenal.3,120,Adrenal,MCF7,E2
Adrenal.3,57795,Adrenal,MCF7,E2
Adrenal.3,6345,Adrenal,MCF7,E2
Adrenal.3,101927666,Adrenal,MCF7,E2
Adrenal.3,57096,Adrenal,MCF7,E2
Adrenal.3,9899,Adrenal,MCF7,E2
Adrenal.3,201625,Adrenal,MCF7,E2
Adrenal.3,3274,Adrenal,MCF7,E2
Adrenal.3,23639,Adrenal,MCF7,E2
Adrenal.3,283310,Adrenal,MCF7,E2
Adrenal.3,100132813,Adrenal,MCF7,E2
Adrenal.3,23105,Adrenal,MCF7,E2
Adrenal.3,223075,Adrenal,MCF7,E2
Adrenal.3,8701,Adrenal,MCF7,E2
Adrenal.3,3752,Adrenal,MCF7,E2
Adrenal.3,56241,Adrenal,MCF7,E2
Adrenal.3,27286,Adrenal,MCF7,E2
Adrenal.3,6097,Adrenal,MCF7,E2
Adrenal.1,26085,Adrenal,MCF7,E2
Adrenal.1,6066,Adrenal,MCF7,E2
Adrenal.1,563,Adrenal,MCF7,E2
Adrenal.1,23495,Adrenal,MCF7,E2
Adrenal.1,4286,Adrenal,MCF7,E2
Adrenal.1,1836,Adrenal,MCF7,E2
Adrenal.1,100653133,Adrenal,MCF7,E2
Adrenal.1,101060569,Adrenal,MCF7,E2
Adrenal.1,222,Adrenal,MCF7,E2
Adrenal.1,171482,Adrenal,MCF7,E2
Adrenal.1,5655,Adrenal,MCF7,E2
Adrenal.1,100309464,Adrenal,MCF7,E2
Adrenal.1,1363,Adrenal,MCF7,E2
Adrenal.1,5104,Adrenal,MCF7,E2
Adrenal.1,1475,Adrenal,MCF7,E2
Adrenal.1,150,Adrenal,MCF7,E2
Adrenal.1,146395,Adrenal,MCF7,E2
Adrenal.1,260293,Adrenal,MCF7,E2
Adrenal.1,100216479,Adrenal,MCF7,E2
Adrenal.1,84848,Adrenal,MCF7,E2
Adrenal.1,23026,Adrenal,MCF7,E2
Adrenal.1,84630,Adrenal,MCF7,E2
Adrenal.1,101929005,Adrenal,MCF7,E2
Adrenal.1,346689,Adrenal,MCF7,E2
Adrenal.1,93035,Adrenal,MCF7,E2
Adrenal.1,79935,Adrenal,MCF7,E2
Adrenal.1,105373990,Adrenal,MCF7,E2
Adrenal.1,79365,Adrenal,MCF7,E2
Adrenal.1,273,Adrenal,MCF7,E2
Adrenal.1,55504,Adrenal,MCF7,E2
Adrenal.1,152098,Adrenal,MCF7,E2
Adrenal.1,100132708,Adrenal,MCF7,E2
Adrenal.1,6447,Adrenal,MCF7,E2
Adrenal.1,3899,Adrenal,MCF7,E2
Adrenal.1,574029,Adrenal,MCF7,E2
Adrenal.1,118430,Adrenal,MCF7,E2
Adrenal.1,200772,Adrenal,MCF7,E2
Adrenal.1,101928932,Adrenal,MCF7,E2
Adrenal.1,8556,Adrenal,MCF7,E2
Adrenal.1,283777,Adrenal,MCF7,E2
Adrenal.1,100507401,Adrenal,MCF7,E2
Adrenal.1,646802,Adrenal,MCF7,E2
Adrenal.1,11012,Adrenal,MCF7,E2
Adrenal.1,145837,Adrenal,MCF7,E2
Adrenal.1,6101,Adrenal,MCF7,E2
Adrenal.1,646817,Adrenal,MCF7,E2
Adrenal.1,283310,Adrenal,MCF7,E2
Adrenal.1,54769,Adrenal,MCF7,E2
Adrenal.1,731656,Adrenal,MCF7,E2
Adrenal.1,151790,Adrenal,MCF7,E2
Adrenal.1,56999,Adrenal,MCF7,E2
Adrenal.1,129530,Adrenal,MCF7,E2
Adrenal.1,3698,Adrenal,MCF7,E2
Adrenal.1,1582,Adrenal,MCF7,E2
Adrenal.1,100506944,Adrenal,MCF7,E2
Adrenal.1,146177,Adrenal,MCF7,E2
Adrenal.1,316,Adrenal,MCF7,E2
Adrenal.1,100191040,Adrenal,MCF7,E2
Adrenal.1,10002,Adrenal,MCF7,E2
Adrenal.1,100505676,Adrenal,MCF7,E2
Adrenal.1,2042,Adrenal,MCF7,E2
Adrenal.1,43849,Adrenal,MCF7,E2
Adrenal.1,56241,Adrenal,MCF7,E2
Adrenal.1,26166,Adrenal,MCF7,E2
Adrenal.1,105373132,Adrenal,MCF7,E2
Adrenal.1,121643,Adrenal,MCF7,E2
Adrenal.1,401546,Adrenal,MCF7,E2
Adrenal.1,150384,Adrenal,MCF7,E2
Adrenal.1,55911,Adrenal,MCF7,E2
Adrenal.1,100507398,Adrenal,MCF7,E2
Adrenal.1,257169,Adrenal,MCF7,E2
Adrenal.1,4588,Adrenal,MCF7,E2
Adrenal.1,196743,Adrenal,MCF7,E2
Adrenal.1,56203,Adrenal,MCF7,E2
Adrenal.1,57731,Adrenal,MCF7,E2
Adrenal.1,347516,Adrenal,MCF7,E2
Adrenal.1,100129845,Adrenal,MCF7,E2
Adrenal.1,100874375,Adrenal,MCF7,E2
Adrenal.1,4582,Adrenal,MCF7,E2
Adrenal.1,1124,Adrenal,MCF7,E2
Adrenal.1,9148,Adrenal,MCF7,E2
Adrenal.1,50856,Adrenal,MCF7,E2
Adrenal.1,10538,Adrenal,MCF7,E2
Adrenal.1,148741,Adrenal,MCF7,E2
Adrenal.1,5327,Adrenal,MCF7,E2
Adrenal.1,94121,Adrenal,MCF7,E2
Adrenal.1,7366,Adrenal,MCF7,E2
Adrenal.1,90993,Adrenal,MCF7,E2
Adrenal.1,25849,Adrenal,MCF7,E2
Adrenal.1,253982,Adrenal,MCF7,E2
Adrenal.1,154761,Adrenal,MCF7,E2
Adrenal.1,100130449,Adrenal,MCF7,E2
Adrenal.1,54848,Adrenal,MCF7,E2
Adrenal.1,12,Adrenal,MCF7,E2
Adrenal.1,79574,Adrenal,MCF7,E2
Adrenal.1,10164,Adrenal,MCF7,E2
Adrenal.1,254778,Adrenal,MCF7,E2
Adrenal.1,100533105,Adrenal,MCF7,E2
Adrenal.1,2938,Adrenal,MCF7,E2
Adrenal.1,23678,Adrenal,MCF7,E2
Adrenal.1,57562,Adrenal,MCF7,E2
Adrenal.1,9846,Adrenal,MCF7,E2
Adrenal.1,339862,Adrenal,MCF7,E2
Adrenal.1,157506,Adrenal,MCF7,E2
Adrenal.1,55638,Adrenal,MCF7,E2
Adrenal.1,51806,Adrenal,MCF7,E2
Adrenal.2,283463,Adrenal,MCF7,E2
Adrenal.2,100131257,Adrenal,MCF7,E2
Adrenal.2,285313,Adrenal,MCF7,E2
Adrenal.2,101929335,Adrenal,MCF7,E2
Adrenal.2,3371,Adrenal,MCF7,E2
Adrenal.2,55816,Adrenal,MCF7,E2
Adrenal.2,100846978,Adrenal,MCF7,E2
Adrenal.2,4584,Adrenal,MCF7,E2
Adrenal.2,23114,Adrenal,MCF7,E2
Adrenal.2,55911,Adrenal,MCF7,E2
Adrenal.2,89795,Adrenal,MCF7,E2
Adrenal.2,63895,Adrenal,MCF7,E2
Adrenal.2,79776,Adrenal,MCF7,E2
Adrenal.2,4143,Adrenal,MCF7,E2
Adrenal.2,4036,Adrenal,MCF7,E2
Adrenal.2,641455,Adrenal,MCF7,E2
Adrenal.2,2904,Adrenal,MCF7,E2
Adrenal.2,22873,Adrenal,MCF7,E2
Adrenal.2,285175,Adrenal,MCF7,E2
Adrenal.2,4915,Adrenal,MCF7,E2
Adrenal.2,9256,Adrenal,MCF7,E2
Adrenal.2,10350,Adrenal,MCF7,E2
Adrenal.2,26085,Adrenal,MCF7,E2
Adrenal.2,773,Adrenal,MCF7,E2
Adrenal.2,83657,Adrenal,MCF7,E2
Adrenal.2,284837,Adrenal,MCF7,E2
Adrenal.2,1612,Adrenal,MCF7,E2
Adrenal.2,54885,Adrenal,MCF7,E2
Adrenal.2,63928,Adrenal,MCF7,E2
Adrenal.2,10202,Adrenal,MCF7,E2
Adrenal.2,133396,Adrenal,MCF7,E2
Adrenal.2,8029,Adrenal,MCF7,E2
Adrenal.2,10562,Adrenal,MCF7,E2
Adrenal.2,273,Adrenal,MCF7,E2
Adrenal.2,3651,Adrenal,MCF7,E2
Adrenal.2,124773,Adrenal,MCF7,E2
Adrenal.2,6854,Adrenal,MCF7,E2
Adrenal.2,51252,Adrenal,MCF7,E2
Adrenal.2,105373990,Adrenal,MCF7,E2
Adrenal.2,4744,Adrenal,MCF7,E2
Adrenal.2,27145,Adrenal,MCF7,E2
Adrenal.2,654463,Adrenal,MCF7,E2
Adrenal.2,59352,Adrenal,MCF7,E2
Adrenal.2,101927666,Adrenal,MCF7,E2
Adrenal.2,916,Adrenal,MCF7,E2
Adrenal.2,259232,Adrenal,MCF7,E2
Adrenal.2,230,Adrenal,MCF7,E2
Adrenal.2,129446,Adrenal,MCF7,E2
Adrenal.2,646300,Adrenal,MCF7,E2
Adrenal.2,1384,Adrenal,MCF7,E2
Adrenal.2,253982,Adrenal,MCF7,E2
Adrenal.2,2153,Adrenal,MCF7,E2
Adrenal.2,6910,Adrenal,MCF7,E2
Adrenal.2,10071,Adrenal,MCF7,E2
Adrenal.2,653113,Adrenal,MCF7,E2
Adrenal.2,64333,Adrenal,MCF7,E2
Adrenal.2,253573,Adrenal,MCF7,E2
